Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Smiles,IC50,pChEMBL Value
CHEMBL4226025,,None,546.85,2,5.57,c1ccc(Nc2cc(CNCCN3CCCCC3)cc(CNCCN3CCCCC3)c2)c(CN2CCCCC2)c1,6000,5.22
CHEMBL4227244,,None,533.81,1,4.34,c1ccc(-c2cc(CNCCN3CCCCC3)cc(CNCCN3CCCCC3)c2)c(CN2CCOCC2)c1,10000,
CHEMBL3892054,,None,322.36,0,3.66,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccccc2)ccc1O,2200,5.66
CHEMBL3950384,,None,361.4,0,4.14,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc3cc[nH]c3c2)ccc1O,420,6.38
CHEMBL3672436,,None,368.39,0,3.37,COc1ccc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)c(O)c1,930,6.03
CHEMBL3965306,,None,375.42,0,4.44,COc1ccc(/C=C/C(=O)CC(=O)/C=C/c2ccc3cc[nH]c3c2)c(OC)c1,610,6.21
CHEMBL75183,,None,372.33,0,3.94,CC12CC[C@@H](C1)C(C)(C)[C@@H]2NS(=O)(=O)c1ccc(Br)cc1,10000,5
CHEMBL4110143,,None,448.41,0,1.64,COCC#Cc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(N)c1,540,6.27
CHEMBL4112589,,None,430.34,0,2.58,C[C@]1(c2nc(NC(=O)c3ncc(C(F)F)cc3N)ccc2F)N=C(N)OCC1(F)F,66,7.18
CHEMBL4165386,,None,561.58,2,4.76,Cc1ccc(Nc2nc(Nc3cccc(C(F)(F)F)c3)nc(N3CCN(c4cc(C)nc5ncnn45)CC3)n2)cc1,,
CHEMBL4169871,,None,546.01,2,4.53,Cc1ccc(Nc2nc(Nc3ccc(F)c(Cl)c3)nc(N3CCN(c4cc(C)nc5ncnn45)CC3)n2)cc1,25000,4.6
CHEMBL4177486,,None,418.18,1,5.82,Fc1ccc(Nc2nc(Cl)nc(Nc3cccc(C(F)(F)F)c3)n2)cc1Cl,,
CHEMBL3692695,,None,555.04,2,6.14,O=C(Nc1ccc2c(c1)C[C@H]1CC[C@@H](C2)[C@H]1NS(=O)(=O)c1ccc(Cl)s1)c1ccc(C(F)(F)F)cc1,1000,6
CHEMBL3692696,,None,569.07,2,6.07,O=C(Cc1ccc(C(F)(F)F)cc1)Nc1ccc2c(c1)C[C@H]1CC[C@@H](C2)[C@H]1NS(=O)(=O)c1ccc(Cl)s1,800,6.1
CHEMBL3891403,,None,417.5,0,4.23,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CC(F)(F)C3)cc1C21N=C(C)C(N)=N1,8.4,8.08
CHEMBL151,LUTEOLIN,2,286.24,0,2.28,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,6400,5.19
CHEMBL297453,EPIGALOCATECHIN GALLATE,3,458.38,2,2.23,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,3000,5.52
CHEMBL140,,None,368.39,0,3.37,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,14990,4.82
CHEMBL153,TROLOX,None,250.29,0,2.49,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,
CHEMBL4077321,,None,213.24,0,2.25,O=c1cc(/C=C/c2ccccc2)[nH]cc1O,,
CHEMBL4099194,,None,247.68,0,2.9,O=c1cc(/C=C/c2ccc(Cl)cc2)[nH]cc1O,,
CHEMBL4086825,,None,257.29,0,2.27,COc1ccccc1/C=C/c1cc(=O)c(O)cn1C,12480,4.9
CHEMBL4068105,,None,243.26,0,1.97,Cn1cc(O)c(=O)cc1/C=C/c1ccc(O)cc1,15380,4.81
CHEMBL165,RESVERATROL,3,228.25,0,2.97,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,11890,4.92
CHEMBL3629737,,None,498.98,1,5.25,CC1(C)OCC2(CCC[C@@]3(S(=O)(=O)c4ccc(Cl)cc4)c4c(F)ccc(F)c4OC[C@@H]23)CO1,66.6,7.18
CHEMBL3629739,,None,440.9,0,4.5,O=S(=O)(c1ccc(Cl)cc1)[C@@]12CCCC3(COC3)[C@@H]1COc1c(F)ccc(F)c12,10.1,8
CHEMBL3629740,,None,468.91,0,4.41,O=C1OCC[C@]12CCC[C@@]1(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]21,228,6.64
CHEMBL3629745,,None,532.93,2,5.73,CP1(=O)OCC[C@]2(CCC[C@@]3(S(=O)(=O)c4ccc(Cl)cc4)c4c(F)ccc(F)c4OC[C@@H]23)CO1,5.4,8.27
CHEMBL116438,CURCUMIN,3,368.39,0,3.85,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,11000,4.96
CHEMBL2059393,,None,416.52,1,5.28,CN(C)c1ccc(/C=C/c2cc(O)cc(/C=C/c3ccc(N(C)C)c(O)c3)c2)cc1O,3300,5.48
CHEMBL3286986,,None,365.41,0,2.39,COc1cc(/C=c2\sc3nc(-c4ccncc4C)cn3c2=O)ccc1O,10000,
CHEMBL3286987,,None,395.44,0,2.4,COc1cc(/C=c2\sc3nc(-c4ccncc4C)cn3c2=O)cc(OC)c1O,32,7.5
CHEMBL2048299,,None,273.27,0,2.98,Oc1ccc2nc(-c3ccc(NCCF)nc3)oc2c1,158,6.8
CHEMBL2048307,,None,275.31,0,3.24,CNc1ncc(-c2nc3ccc(O)cc3s2)cc1F,98,7.01
CHEMBL499997,,None,678.6,3,2.71,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1,300,6.52
CHEMBL2402063,,None,418.54,1,6.01,COc1cc(/C=C/c2ccc(NCc3cc(NC(C)C)ccc3O)cc2)cc(OC)c1,18350,4.74
CHEMBL2402069,,None,391.47,1,5.2,COc1cc(/C=C/c2ccc(NCc3ccc(OC)cc3O)cc2)cc(OC)c1,,
CHEMBL2402162,,None,374.48,1,5.25,COc1ccc(/C=C/c2ccc(NCc3cc(N(C)C)ccc3O)cc2)cc1,12200,4.91
CHEMBL723,CARVEDILOL,4,406.48,0,3.74,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,30000,4.52
CHEMBL2402065,,None,391.47,1,5.2,COc1cc(/C=C/c2ccc(NCc3cccc(OC)c3O)cc2)cc(OC)c1,,
CHEMBL2402163,,None,387.53,1,5.31,CN(C)c1ccc(/C=C/c2ccc(NCc3cc(N(C)C)ccc3O)cc2)cc1,10660,4.97
CHEMBL247932,,None,428.58,1,6.18,COc1cc(/C=C/c2cccc(/C=C/c3ccc(N(C)C)c(OC)c3)c2)ccc1N(C)C,1000,6
CHEMBL497,CLIOQUINOL,4,305.5,0,3.2,Oc1c(I)cc(Cl)c2cccnc12,,
CHEMBL2381401,,None,392.46,0,2.8,COc1ccc2cc(C(=O)CN3CCN(Cc4ccccc4)CC3)c(=O)oc2c1,36000,4.44
CHEMBL197478,,None,398.42,1,1.86,O=C(/C=C/c1ccc(O)c(O)c1)NCCCNC(=O)/C=C/c1ccc(O)c(O)c1,4200,5.38
CHEMBL2386721,,None,452.82,0,3.37,CC1(C)OC(N)=N[C@](C)(c2nc(NC(=O)c3ncc(C#N)cc3Cl)ccc2F)C1(F)F,7,8.15
CHEMBL4108635,,None,479.34,0,1.98,C[C@]1(c2nc(NC(=O)c3ncc(OCC(F)(F)F)nc3N)ccc2F)N=C(N)OCC1(F)F,600,6.22
CHEMBL3943313,,None,587.07,1,3.79,O=S(=O)(CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OCC12)CCn1cccn1,1.4,8.85
CHEMBL140,,None,368.39,0,3.37,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,22510,4.65
CHEMBL3799558,,None,464.52,0,3.86,COc1ccc(CC(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)c(OC)c1OC,51.81,7.29
CHEMBL3799175,,None,420.9,0,4.96,O=C(COC(=O)/C=C/c1ccc(Cl)cc1)Nc1c2c(nc3ccccc13)CCCC2,51.77,7.29
CHEMBL150,KAEMPFEROL,None,286.24,0,2.28,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,75100,4.12
CHEMBL3672695,,None,409.45,0,4.13,CC1=N[C@]2(N=C1N)c1cc(OCCCF)ccc1C[C@]21CC[C@@H](OC(F)F)CC1,1.6,8.8
CHEMBL3672724,,None,442.56,0,4.74,COc1cc(C#N)cc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC3)CC[C@H](OC)CC2)c1,80,7.1
CHEMBL3672728,,None,426.56,0,4.63,CC#Cc1cncc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC3)CC[C@@H](OC)CC2)c1,2.4,8.62
CHEMBL3905816,,None,403.47,0,3.84,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CC3(F)F)cc1C21N=C(C)C(N)=N1,2.3,8.64
CHEMBL197140,,None,410.53,1,6.59,CC1(C)CC(Oc2ccc(-c3ccc(C4(C(=O)O)CC4)cc3F)cc2)CC(C)(C)C1,11000,4.96
CHEMBL3087680,,None,819.01,3,6.28,C[C@H](C(=O)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)[C@@H](C)c2ccc(-c3ccccc3)c(F)c2)=CC1=O)c1ccc(-c2ccccc2)c(F)c1,4430,5.35
CHEMBL3087676,,None,922.79,3,7.64,O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)Cc2ccccc2Nc2c(Cl)cccc2Cl)=CC1=O,3150,5.5
CHEMBL398395,,None,469,0,3.4,O=C(OC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CC[C@@H](O)C1,46,7.34
CHEMBL236192,,None,526.1,1,3.33,O=C(OC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCCO)CC1,16,7.8
CHEMBL394132,,None,529.1,1,4.19,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(CCO)(OC)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,9,8.05
CHEMBL3087674,,None,743.05,3,5.06,CC(C)Cc1ccc(C(C)C(=O)NCCCNCCCNC2=CC(=O)C(NCCCNCCCNC(=O)C(C)c3ccc(CC(C)C)cc3)=CC2=O)cc1,4830,5.32
CHEMBL3582132,,None,340.38,0,2.76,C[C@]12CCC(=O)c3coc(c31)C(=O)C1=C2[C@@H](O)C[C@]2(C)C(=O)CC[C@@H]12,1200,5.92
CHEMBL193971,,None,312.26,0,4.7,CC(C(=O)O)c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1,129000,
CHEMBL196322,,None,288.27,0,3.41,CC(C(=O)O)c1ccc(-c2ccc3c(c2)OCO3)c(F)c1,210000,
CHEMBL380778,,None,342.41,1,5.39,CC(C(=O)O)c1ccc(-c2ccc(OC3CCCCC3)cc2)c(F)c1,41000,4.39
CHEMBL1091513,MRK-560,None,517.93,1,4.67,O=S(=O)(NC1CCC(c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1)C(F)(F)F,0.5,
CHEMBL4850080,,None,344.78,0,2.15,CNS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,53010,4.28
CHEMBL4846727,,None,358.8,0,2.49,CN(C)S(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,113130,
CHEMBL4852897,,None,406.85,0,4.04,O=C(O)c1cc(S(=O)(=O)Nc2ccccc2)c(Cl)cc1NCc1ccco1,167530,
CHEMBL4858520,,None,364.79,0,2.72,O=C(O)c1cc(C(=O)N2CCOCC2)c(Cl)cc1NCc1ccco1,,
CHEMBL4863425,,None,343.79,0,1.55,CNS(=O)(=O)c1cc(C(N)=O)c(NCc2ccco2)cc1Cl,82410,4.08
CHEMBL563,FLURBIPROFEN,4,244.26,0,3.68,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,305000,
CHEMBL194686,,None,312.26,0,4.7,CC(C(=O)O)c1ccc(-c2ccccc2C(F)(F)F)c(F)c1,,
CHEMBL319756,,None,495.07,0,4.71,CN(C)CCNCc1cc(NC(=O)CN2CCCCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,2000,5.7
CHEMBL4226598,,None,574.81,1,3.53,CN1CCN(Cc2ccccc2-c2cc(C(=O)NCCN3CCCCC3)cc(C(=O)NCCN3CCCCC3)c2)CC1,10000,
CHEMBL4227244,,None,533.81,1,4.34,c1ccc(-c2cc(CNCCN3CCCCC3)cc(CNCCN3CCCCC3)c2)c(CN2CCOCC2)c1,10000,
CHEMBL4227963,,None,491.77,0,4.57,CN(C)Cc1ccccc1-c1cc(CNCCN2CCCCC2)cc(CNCCN2CCCCC2)c1,10000,
CHEMBL682,AMODIAQUINE,4,355.87,1,5.18,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,5400,5.27
CHEMBL97247,,None,509.1,2,5.05,CN(C)CCN(C)Cc1cc(NC(=O)CN2CCCCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,2900,5.54
CHEMBL319756,,None,495.07,0,4.71,CN(C)CCNCc1cc(NC(=O)CN2CCCCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,2100,5.68
CHEMBL4226530,,None,546.85,1,4.25,CN1CCN(Cc2ccccc2-c2cc(CNCCN3CCCCC3)cc(CNCCN3CCCCC3)c2)CC1,10000,
CHEMBL205970,,None,550.7,1,4.72,CCC[C@H](C(N)=O)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Nc3ccc4c(c3)OCO4)c2)C1=O,152,6.82
CHEMBL491203,,None,279.34,0,4.37,CN(C)c1ccc(/C=C/c2cc3cc(O)ccc3o2)cc1,160,6.8
CHEMBL489978,,None,281.33,0,4.81,CN(C)c1ccc(/C=C/c2cc3cc(F)ccc3o2)cc1,1980,5.7
CHEMBL490806,,None,265.31,0,4.19,COc1ccc2cc(/C=C/c3ccc(N)cc3)oc2c1,5440,5.26
CHEMBL116438,CURCUMIN,3,368.39,0,3.85,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,800,6.1
CHEMBL196244,,None,327.28,0,4.12,CC(C(=O)NO)c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1,,
CHEMBL197305,,None,389.37,0,3.69,CC(C(=O)NS(C)(=O)=O)c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1,,
CHEMBL372751,,None,366.48,1,6.29,CC1(C)CCC(c2ccc(-c3ccc(C4(C(=O)O)CC4)cc3F)cc2)CC1,101000,
CHEMBL286796,ETHYL FERULATE,None,222.24,0,1.98,CCOC(=O)/C=C/c1ccc(O)c(OC)c1,,
CHEMBL194098,,None,278.71,0,4.33,CC(C(=O)O)c1ccc(-c2cccc(Cl)c2)c(F)c1,,
CHEMBL371875,,None,250.29,0,3.74,CC(C(=O)O)c1ccc(-c2ccsc2)c(F)c1,,
CHEMBL3403820,,None,731.07,2,5.47,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(CC(C)(C)O)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,120,6.92
CHEMBL38,TRETINOIN,4,300.44,1,5.6,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,180,6.75
CHEMBL4091317,,None,352.39,0,3.22,COc1ccc(CNc2nc(NC(C)=O)nc3ccccc23)cc1OC,3100,5.51
CHEMBL377324,GINKGETIN,None,566.52,2,5.74,COc1cc(O)c2c(=O)cc(-c3ccc(OC)c(-c4c(O)cc(O)c5c(=O)cc(-c6ccc(O)cc6)oc45)c3)oc2c1,13200,4.88
CHEMBL2408261,,None,387.44,0,4.57,COc1ccc(C(=O)/C=C/c2ccc(C(=O)N(C)c3ccccc3)cc2)c(O)c1,20100,4.7
CHEMBL2408104,,None,465.63,1,6.95,CCCCCCCCCCCCNC(=O)c1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1,15900,4.8
CHEMBL2408099,,None,380.44,0,2.68,COc1ccc(C(=O)/C=C/c2ccc(C(=O)N3CCN(C)CC3)cc2)c(O)c1,2200,5.66
CHEMBL231160,MEMOQUIN,None,632.89,2,6.27,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,28300,4.55
CHEMBL3348861,AMPELOPSIN,2,320.25,1,0.89,O=C1c2c(O)cc(O)cc2O[C@H](c2cc(O)c(O)c(O)c2)[C@H]1O,12800,4.89
CHEMBL28,APIGENIN,None,270.24,0,2.58,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,23000,4.64
CHEMBL2381384,,None,380.4,0,1.6,COc1ccc2cc(C(=O)CN3CCN(c4ncccn4)CC3)c(=O)oc2c1,4000,5.4
CHEMBL1077208,,None,284.34,0,2.5,CNc1ccc2nc(-c3ccc(C(N)=O)nc3)sc2c1,35,7.46
CHEMBL1744464,,None,268.31,0,2.06,[3H]C([3H])([3H])N(c1ncc(-c2nc3ccc(O)cc3o2)cn1)C([3H])([3H])[3H],75,7.12
CHEMBL1788111,,None,264.36,0,3.71,[3H]N(c1ccc(-c2nc3ccc(O)cc3s2)cc1)C([3H])([3H])[3H],27,7.57
CHEMBL4524631,,None,518.66,1,3.6,CN(CCCNC(=O)c1cc(O)c(C(=O)NCCCN(C)Cc2ccccc2)cc1O)Cc1ccccc1,3980,5.4
CHEMBL196691,,None,294.27,0,4.56,CC(C(=O)O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1,,
CHEMBL3667022,,None,548.39,1,4.94,COC(=O)CC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,520,6.28
CHEMBL3667033,,None,426.42,0,3.13,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(OCC(=O)O)c(OC)c2)ccc1O,310,6.51
CHEMBL3667035,,None,391.35,0,4.07,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2cncc(C(F)(F)F)c2)ccc1O,100,7
CHEMBL468154,SCYLLITOL,2,180.16,1,-3.83,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,100000,4
CHEMBL2436691,,None,556.71,2,5.12,COc1cc(OCCCN2CCN(CCCNc3c4c(nc5ccccc35)CCCC4)CC2)cc2occc(=O)c12,12600,4.9
CHEMBL2436690,,None,542.68,1,4.81,O=c1ccoc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)cc(O)c12,4800,5.32
CHEMBL2436702,,None,644.86,2,7.95,O=c1cc(-c2ccccc2)oc2cc(OCCCCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,13500,4.87
CHEMBL2436696,,None,616.81,2,7.17,O=c1cc(-c2ccccc2)oc2cc(OCCCCCN3CCN(CCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,12800,4.89
CHEMBL4104210,,None,414.56,0,4.72,c1cc2c(C3CCNCC3)c[nH]c2cc1Nc1ccc2c(C3CCNCC3)c[nH]c2n1,25600,4.59
CHEMBL140,,None,368.39,0,3.37,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,9000,5.05
CHEMBL4071318,,None,324.38,0,2.88,COc1ccc(CCNc2nc(N)nc3ccccc23)cc1OC,2700,5.57
CHEMBL4096595,,None,265.32,0,2.99,Oc1nc(NCCc2ccccc2)c2ccccc2n1,11200,4.95
CHEMBL4061746,,None,292.34,0,3.2,CC(=O)Nc1nc(NCc2ccccc2)c2ccccc2n1,1900,5.72
CHEMBL4102655,,None,366.47,0,4.12,CCCNc1nc(NCCc2ccc(OC)c(OC)c2)c2ccccc2n1,4300,5.37
CHEMBL4061837,,None,292.39,0,3.72,CCNc1nc(NCCc2ccccc2)c2ccccc2n1,1400,5.85
CHEMBL50,QUERCETIN,3,302.24,0,1.99,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,7940,5.1
CHEMBL140,,None,368.39,0,3.37,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,9900,5
CHEMBL3582127,,None,326.35,0,2.13,C[C@]1(O)c2ccc3c(c2C(=O)c2occ(CCCO)c21)CCC3=O,28000,4.55
CHEMBL3593279,,None,668.58,2,6.78,CCN1/C(=C/C=C/c2sc3ccccc3[n+]2CC)Sc2ccc(Oc3no[n+]([O-])c3-c3ccccc3)cc21.[I-],1600,5.8
CHEMBL3582128,,None,312.32,0,1.74,C[C@]1(O)c2ccc3c(c2C(=O)c2occ(CCO)c21)CCC3=O,34300,4.46
CHEMBL74874,,None,327.88,0,3.83,CC12CC[C@@H](C1)C(C)(C)[C@@H]2NS(=O)(=O)c1ccc(Cl)cc1,11000,4.96
CHEMBL245688,,None,453.33,1,6.22,COc1cc(/C=C/c2cc(Br)cc(/C=C/c3ccc(O)c(OC)c3)c2)ccc1O,100,7
CHEMBL245479,,None,494.42,1,6.76,CN(C)c1ccc(/C=C/c2cc(I)cc(/C=C/c3ccc(N(C)C)cc3)c2)cc1,20000,
CHEMBL248132,,None,372.47,1,5.21,COc1ccc(/C=C/c2cccc(/C=C/c3ccc(OC)c(N)c3)c2)cc1N,300,6.52
CHEMBL240285,,None,471.02,0,3.79,CCC[C@@H]1CCC[C@H](C2(OC(=O)N3CC[C@@H](O)C3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,47,7.33
CHEMBL393941,,None,540.13,1,3.72,CC(C)(CO)N1CCN(C(=O)OC2([C@H]3CCC[C@@H](C4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1,12,7.92
CHEMBL236191,,None,529.65,1,3.34,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1cc(F)cc(F)c1,81,7.09
CHEMBL236185,,None,511.66,1,3.21,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(F)cc1,10,8
CHEMBL392060,,None,526.1,1,3.47,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CC4CCC(C3)N4CCO)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,3.5,8.46
CHEMBL392059,,None,514.09,1,3.33,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCO)C[C@@H]3C)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,12,7.92
CHEMBL429449,,None,500.06,1,2.94,CC(C)(CO)N1CCN(C(=O)O[C@H]2CCC3CCCC2N3S(=O)(=O)c2ccc(Cl)cc2)CC1,57,7.24
CHEMBL249448,,None,516.46,3,1.03,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1[C@H](O)C[C@@](O)(C(=O)O)C[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1,4700,5.33
CHEMBL240286,,None,456.99,0,3.4,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CC[C@@H](O)C3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,56,7.25
CHEMBL239858,,None,552.18,2,5.67,CCC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,2.5,8.6
CHEMBL236189,,None,527.63,1,3.1,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CC4CCC(C3)N4CCO)CC2)N1S(=O)(=O)c1ccc(F)c(F)c1,27,7.57
CHEMBL236186,,None,509.64,1,2.96,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CC4CCC(C3)N4CCO)CC2)N1S(=O)(=O)c1ccc(F)cc1,25,7.6
CHEMBL236182,,None,514.09,1,3.33,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCO)[C@@H](C)C3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,13,7.89
CHEMBL236190,,None,539.69,1,4.91,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(F)c(F)c1,45,7.35
CHEMBL236184,,None,528.12,1,3.72,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,8.3,8.08
CHEMBL231547,,None,568.14,2,5.63,O=C(NC1CCN(Cc2ccccc2)CC1)OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1,140,6.85
CHEMBL3286982,,None,414.87,0,3.35,COc1cc(/C=c2\sc3nc(-c4ccc(Cl)cc4)cn3c2=O)cc(OC)c1O,7,8.15
CHEMBL523824,,None,279.34,0,4.65,CNc1ccc(/C=C/c2cc3cc(OC)ccc3o2)cc1,80,7.1
CHEMBL521929,,None,323.39,0,4.69,COc1ccc2cc(/C=C/c3ccc(N(C)C)c(OC)c3)oc2c1,530,6.28
CHEMBL2207065,,None,659.95,2,5.42,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6COC6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,270,6.57
CHEMBL193900,,None,312.17,0,4.39,CC(C(N)=O)c1ccc(-c2cc(Cl)cc(Cl)c2)c(F)c1,12000,4.92
CHEMBL193634,,None,340.39,0,4.5,O=C(O)C1(c2ccc(-c3ccc(C4CCOCC4)cc3)c(F)c2)CC1,,
CHEMBL3330743,,None,489.63,1,8.37,O=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc23)s1,10000,
CHEMBL191083,METHYLENE BLUE,4,284.41,0,2.5,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,550,6.26
CHEMBL177126,,None,516.46,3,1.03,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O)C[C@](O)(C(=O)O)C[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1,100,7
CHEMBL284616,CHLOROGENIC ACID,2,354.31,1,-0.65,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O,92900,4.03
CHEMBL2146608,,None,692.63,3,2.79,COC(=O)[C@]1(O)C[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](OC(=O)/C=C/c2ccc(O)c(O)c2)C1,3000,5.52
CHEMBL4097449,,None,310.36,0,2.84,COc1ccc(CNc2nc(N)nc3ccccc23)cc1OC,8400,5.08
CHEMBL4082825,,None,251.29,0,2.95,Oc1nc(NCc2ccccc2)c2ccccc2n1,270,6.57
